id,question
Q00918,"What do species rely on to talk?"
Q00919,"Which of the following organisms would reproduce sexually and not asexually?"
Q00920,"Wave amplitude of a transverse wave is the difference in height between what and the resting position?"
Q00921,"Acids are the opposites of what?"
Q00922,"Living things all require survival and what?"
Q00923,"To help it survive, an organism has a capsule, endospore, and pili. To which group does this organism belong?"
Q00924,"Bacterial contamination of foods can lead to digestive problems called what?"
Q00925,"Daughter cells divide by what?"
Q00926,"Which of the following best explains what will occur when a population grows larger than the carrying capacity of its environment?"
Q00927,"Turning beef from red to brown requires energy from"
Q00928,"Reproduction produces what?"
Q00929,"Measuring the hardness of calcite requires what?"
Q00930,"What are the most dramatic, sudden, and dangerous types of mass wasting?"
Q00931,"what do yeast lack?"
Q00932,"Which of these is defined as 'the passage of genetic instructions from one generation to the next?'"
Q00933,"What disease unique to humans and is caused by two variola viruses?"
Q00934,"Which of the following is influenced by both genetics and behavior?"
Q00935,"The concentration of hydrogen ions in a solution is called?"
Q00936,"A bee is a pollinating"
Q00937,"What are mammals that lay eggs called?"
Q00938,"Which of these can make a shadow on the ground during the day?"
Q00939,"Lava erupts through long cracks in the ground, also called what?"
Q00940,"What is the major source of water vapor in the atmosphere?"
Q00941,"Which part of a leaf contains openings known as stomata, through which the exchange of gases takes place?"
Q00942,"Depressions can be associated with what?"
Q00943,"Which factor most accurately describes the statement 'Survival of the fittest' in relation to natural selection?"
Q00944,"The posterior half of the foot is formed by seven tarsal bones. the most superior of these bones is called?"
Q00945,"Naomi has a pet dog. Which of the following characteristics did the dog most likely inherit from its parents?"
Q00946,"Which is the likeliest part of a pencil to have been mined?"
Q00947,"Which effect do rapidly cooling temperatures have on the water cycle?"
Q00948,"what do animals get?"
Q00949,"What disease is described as a respiratory disorder characterized by wheezing, coughing, and a feeling of constriction in the chest?"
Q00950,"What type of isomers contain the same number of atoms of each kind but differ in which atoms are bonded to one another?"
Q00951,"A telescope would be used for all the following except"
Q00952,"Hemoglobin, with four polypeptide chains or subunits, is the most frequently cited example of a protein having what kind of structure?"
Q00953,"Chemical elements and water are recycled through what cycle?"
Q00954,"The thing that is shared between birds, people, snakes, and sharks is that they"
Q00955,"What does plant reproduction often require?"
Q00956,"Which statement correctly describes why there are fewer than 24 hours of daylight in Alaska during each day in April?"
Q00957,"Which of the following can be found on the moon?"
Q00958,"Human astronauts have visited"
Q00959,"Which is a good practice to help conserve energy?"
Q00960,"Oils are liquid lipids that plants use to store what?"
Q00961,"On the atomic level, the dissolution of an ionic compound occurs when water interacts with the what in the crystal lattice?"
Q00962,"When light is bounced off a mirror, the light is"
Q00963,"The burning of fossil fuels has added pollutants that contain sulfur atoms to the air. These pollutants have contributed to which of the following?"
Q00964,"Most fossils form when a dead organism is buried in what?"
Q00965,"What are algae that live in colonies of hundreds of cells called?"
Q00966,"X rays and what other type of electromagnetic wave has the shortest wavelengths and the highest frequencies?"
Q00967,"The fur color of a bear varies with its environment. Polar bears found in the Arctic have white fur, while black bears found in Pennsylvania have dark fur. Which best describes the variation of fur color amongst the bear species?"
Q00968,"Which of these is last if ordered in increasing size: galaxy, solar system, star cluster?"
Q00969,"Roundworms reproduce by combining an egg and sperm to form what?"
Q00970,"What type of skeletons are less flexible than shark skeletons but stronger?"
Q00971,"What type of friction is friction that acts on objects when they are sliding over a surface?"
Q00972,"water vapor moves from plants into the atmosphere through what?"
Q00973,"What causes holes in the ozone?"
Q00974,"When trees are removed from an area in a tropical rainforest, the area experiences an increase in soil erosion. Which statement best explains why removing the trees can lead to soil erosion?"
Q00975,"overcoming the energy barrier starts a what"
Q00976,"What is one difference between birds and reptiles?"
Q00977,"What happens to a living thing if it becomes too cold?"
Q00978,"Which best explains what scientists are referring to when they use the term conservation?"
Q00979,"What is made up of the pinna, ear canal, and eardrum?"
Q00980,"In whitetail deer, females seldom grow antlers. Which best explains why male whitetail deer grow antlers but females seldom grow antlers?"
Q00981,"Symptoms of viral diseases result from what kind of response to a virus?"
Q00982,"what increases moisture?"
Q00983,"Why shouldn't you use a cell phone when driving?"
Q00984,"What kind of relay occurs between the uterus, hypothalamus, and the posterior pituitary to assure an adequate supply of the hormone oxytocin during childbirth?"
Q00985,"Clams, oysters, scallops, and mussels are examples of what type of species?"
Q00986,"A stone is weathered into sand in about"
Q00987,"What is needed to create muscles, regulate chemical reactions, and transport oxygen?"
Q00988,"What process allows plants to convert light energy into sugars and energy for food?"
Q00989,"Tropical storms get their fuel from the"
Q00990,"fish, amphibians, reptiles, birds, and mammals have what?"
Q00991,"Which statement correctly describes a physical characteristic of the Moon?"
Q00992,"In a year there is a complete revolution around a"
Q00993,"Who would use a tool that uses a magnet that points north?"
Q00994,"What is defined as a repeating series of events that include growth, dna synthesis, and cell division?"
Q00995,"What becomes fat if not immediately used by the body for energy?"
Q00996,"What converts food into electrical energy?"
Q00997,"What is a segment of dna that carries a code for making a specific polypeptide chain called?"
Q00998,"Saturn is made mostly of helium and what else?"
Q00999,"In a fullerene, what atoms are bonded to three other atoms in a soccer ball pattern?"
Q01000,"DNA stores the genetic instructions transferred from one generation to the next. What is DNA?"
Q01001,"what floor do organisms cluster around hydrothermal vents on?"
Q01002,"Where is the cell wall located?"
Q01003,"The three types of mammals are characterized by their method of what?"
Q01004,"A student accidentally drops a test tube that breaks when it hits the floor. Which method is the best way to retrieve the broken glass?"
Q01005,"What type of hydrocarbons contain at least one double or triple bond between carbon atoms?"
Q01006,"What causes metal to heat?"
Q01007,"What is the jelly-like material in which the contents of the cell are suspended?"
Q01008,"Which type of rock is formed when particles are compacted and cemented together?"
Q01009,"A crop of corn plants is genetically modified so that the plants produce a natural pesticide. People are concerned that these corn plants might transfer modified genetic material to other plants. Which of the following is the best way to further modify the plants to prevent them from transferring their genetic materials to other plants?"
Q01010,"androgens and what kind of messengers?"
Q01011,"What are surrounded by a cell wall consisting of peptidoglycan?"
Q01012,"Fossil fuels are considered a nonrenewable resource because they"
Q01013,"Earth rotates on its north-south axis. Which statement best describes one complete rotation?"
Q01014,"The sea is"
Q01015,"Moving water in a river is considered a renewable resource because it"
Q01016,"Where are hormones released?"
Q01017,"What organ system transports blood through the body and to and from the lungs?"
Q01018,"what does the atmosphere do before turning into fog"
Q01019,"A person puts a potato in some embers on the edge of a campfire and the potato gets hot. The embers are"
Q01020,"Which is an example of a physical property of an object?"
Q01021,"If a single-celled organism that uses photosynthesis has its source of light removed, it will"
Q01022,"When the energy of the earthquake reaches shore, it forms a huge wave called?"
Q01023,"Your community is planning to build a new sanitary landfill. In locating the landfill, which is the most important environmental consideration?"
Q01024,"Because they control many cell activities - as well as being controlled by feedback mechanisms - what substances are very important for homeostasis?"
Q01025,"For biological catalysts to maintain proper pH, what is needed to maintain proper pH?"
Q01026,"A black brick exposed to sunlight becomes warm. How is energy from the Sun transferred to the brick?"
Q01027,"Which two plant cell structures are responsible for storing energy from sunlight and later releasing it for cells to use?"
Q01028,"When matter recycles and changes state what does it gain or lose by doing so?"
Q01029,"What do we call the system of classification consisting of a hierarchy of groupings called taxa?"
Q01030,"What happens when the immune system recognizes a foreign substance?"
Q01031,"What can be calculated given the mass and speed of an object?"
Q01032,"A person cuts down their neighbor's tree without permission. The neighbor who lost the tree is upset, and sues for the cost of the tree, which depends on the age of the tree at the time of cutting. The tree age is determined by"
Q01033,"What kind of bonding between alcohol molecules means that more energy is required to convert the liquid to vapor, and boiling points are therefore high?"
Q01034,"How do producers get energy?"
Q01035,"What event has an effect on corrosion?"
Q01036,"An ice cube is placed in a pan. The pan is placed over an open flame. Which change will most likely happen over time?"
Q01037,"What could you use to thaw something quickly?"
Q01038,"How is carbon dioxide and water vapor that is produced by cellular respiration released?"
Q01039,"A scale can measure"
Q01040,"Soil is important to a forest because the soil ___."
Q01041,"What is a fiber that is not found in reptiles or birds?"
Q01042,"What effect causes an object to appear to have a change of motion?"
Q01043,"Great egrets get food by doing what?"
Q01044,"Which best describes the energy conversion by a household toaster?"
Q01045,"What uses howling to warn others?"
Q01046,"What causes oxidation to happen at a faster rate?"
Q01047,"What can better dissolve nutrients and oxygen?"
Q01048,"Sponges have specialized work horse that produce a constant flow of what to the sponge?"
Q01049,"A flat piece of paper has a mass of 5 grams. When the paper is crumpled into a ball, the mass of the crumpled paper is"
Q01050,"A researcher observes membrane-bound structures in a cell. Based on this observation, the researcher can conclude that the cell is classified as a"
Q01051,"Mercury cannot sustain life because it is"
Q01052,"Leaves are the part of a plant with the most a type of"
Q01053,"Parakeets are birds whose basic plumage color is green. However, parakeets exhibit a wide range of color both in the wild and in captivity. Which process is the source of the wide color variation observed in parakeet populations?"
Q01054,"If a plant requires less water then that plant will survive from a lack of"
Q01055,"What is the use of technology to change the genetic makeup of living things for human purposes?"
Q01056,"What important process takes place in specialized tissue inside plant leaves?"
Q01057,"A place where penguins exist with pods of black and white mammals is"
Q01058,"in evolution, what changes in living things over time?"
Q01059,"In fruit flies, red eyes are dominant over sepia eyes. A male with red eyes is crossed with a female with sepia eyes producing first generation offspring that all had sepia eyes. What does this indicate about the flies that were crossed?"
Q01060,"What event does the lack of natural predators prevent?"
Q01061,"One way humans may be polluting the Earth is"
Q01062,"Squirrels eat a variety of foods including"
Q01063,"If I wanted to build endurance I could"
Q01064,"What common code do all known living organisms use?"
Q01065,"What is the smallest volcanic landform that is formed from accumulation of many small fragments of ejected material?"
Q01066,"What negatively affects plant life?"
Q01067,"Heat is transferred from one object to another object. What is an example of heat transferred by radiation?"
Q01068,"What stimulates the reproductive system to form male organs in growth?"
Q01069,"What genes promote the division of cells with mutation?"
Q01070,"Sue measured how much sugar would dissolve in a cup of cold water, a cup of warm water, and a cup of hot water. What did she most likely observe?"
Q01071,"In addition to spiral cleavage, protostomes also undergo which other form of cleavage?"
Q01072,"Low levels of thyroid hormones in the blood cause the release of what by the hypothalamus and pituitary gland?"
Q01073,"what do nucleotides bind together to form?"
Q01074,"An increase in phosphate levels in a lake increases the population of algae in the lake. Increased algae blocks sunlight into the lake and results in a decrease in dissolved oxygen in the lake's water. Which of the following should be expected as a result?"
Q01075,"Who is likeliest to overuse hot water?"
Q01076,"What can cause a lake to form?"
Q01077,"Which tool would best help a student closely observe the smallest living thing in a drop of pond water?"
Q01078,"In the equatorial Pacific Ocean, upwelling moves cold, deep sea water to the surface. This water is rich in nutrients and dissolved carbon dioxide gas. During an El Niño event, upwelling declines. This causes surface waters to rise in temperature. Which of the following is most likely to occur in the equatorial Pacific Ocean during an El Niño year?"
Q01079,"A bicycle may be used for"
Q01080,"A pencil falls off of a desk. What moves the pencil toward the floor?"
Q01081,"What is the consistency of the Himalayan rocks?"
Q01082,"When ice buildup is on a sidewalk, the ice may be reduced by"
Q01083,"Many grass snakes are green. The color of the snake most likely helps it to"
Q01084,"Which law states that a pair of alleles is separated, or segregated, during the formation of gametes?"
Q01085,"Polar bears require"
Q01086,"What feature allows frogs to absorb substances from the environment?"
Q01087,"The reason that flies can always find food is that they can smell"
Q01088,"What is the complementary base of adenine in DNA?"
Q01089,"Some kinds of fish live most of their lives in salt water but lay their eggs in freshwater. Their ability to survive in different environments is an example of"
Q01090,"A student has recorded rainfall amounts for 28 days and uses a calculator to determine the total rainfall. What does the student calculate when she divides the total rainfall by 28?"
Q01091,"Which invention has done the most to help predict weather and warn people of approaching storms?"
Q01092,"if an object is what of a Ceramic then that object has the properties of Ceramic"
Q01093,"an animal requires what by the body for survival"
Q01094,"The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact?"
Q01095,"Which are caused by the Coriolis Effect?"
Q01096,"what uses its skin for protection?"
Q01097,"What are pollens?"
Q01098,"The MAJORITY of the elements found on the Periodic Table of the Elements are"
Q01099,"Chloroplasts in cells make it possible for the cells to"
Q01100,"When electrons move from one atom to another, they become what?"
Q01101,"What are made in the first step of the scientific method?"
Q01102,"Information in organism's chromosomes cause what to be passed down to their litters?"
Q01103,"What has increased in the air dramatically over the last decade?"
Q01104,"For animals, displays of color can be viewed as:"
Q01105,"What be caused by some viruses?"
Q01106,"What has circulatory system with a two-chambered heart?"
Q01107,"A person may source warmth from"
Q01108,"What occurs when individuals move into a population?"
Q01109,"A frog would most likely eat"
Q01110,"Grey clouds can bring"
Q01111,"What is the most abundant living thing on earth that can be found in almost any environment?"
Q01112,"Living things that use energy to make food, both for themselves and other living things, are what part of an ecosystem?"
Q01113,"what is caused by flooding?"
Q01114,"The body is able to detect pressure on its surface by which direct means?"
Q01115,"What is formed when nitrogen and sulfur oxides dissolve in rain?"
Q01116,"What protects animals in the event of a hurricane?"
Q01117,"What causes a small scrap of paper placed on top of the water droplet to float , although the object is denser (heavier) than the water?"
Q01118,"Where are the most reactive metals located on the periodic table?"
Q01119,"Where is chemical energy stored?"
Q01120,"What does potassium help an animal do?"
Q01121,"When do the eggs in a female's ovaries start to mature?"
Q01122,"What is a copy of an object that is formed by reflected light?"
Q01123,"What do animals require for survival?"
Q01124,"what makes soil stable?"
Q01125,"If substances are combined by pouring them together, they'll mix, such as"
Q01126,"Which are likeliest to rely on nonrenewable resources?"
Q01127,"Which of these includes Earth?"
Q01128,"The axon contains microtubules and neurofilaments that are bounded by a plasma membrane known as what?"
Q01129,"Which of these systems functions to protect and support vital organs?"
Q01130,"Which lipid is mainly responsible for narrowing arteries and causing the disease atherosclerosis?"
Q01131,"What are nutrients the body needs in relatively large amounts called?"
Q01132,"Ancestors of hagfish are thought to have been the earliest animals with what?"
Q01133,"What occurs when nature reclaims areas formerly occupied by life?"
Q01134,"Force can cause objects to do what, which is dangerous?"
Q01135,"The xylem absorbs water which end of a plant"
Q01136,"Similarity of crystal structures is used to categorize what non-living materials?"
Q01137,"Which factor best explains how many diseases, such as cancer, are formed within the body?"
Q01138,"Having _ has a positive impact on an organism 's health"
Q01139,"What is the difference between magma and lava?"
Q01140,"What can cause the chemical disintigration of rocks"
Q01141,"a car engine usually converts gasoline into motion and heat through what?"
Q01142,"Plants in an incinerator would"
Q01143,"What cannot reproduce by itself?"
Q01144,"A circuit that consists of two loops is called a what?"
Q01145,"Electricity is able to flow through a circuit after it is...?"
Q01146,"What is the act of noting or detecting phenomenon through the senses"
Q01147,"What explains why water molecules tend to stick together?"
Q01148,"Which method is the best safety procedure when working around open flames?"
Q01149,"What happens when an atom gains an electron?"
Q01150,"When the moon is full is has a different"
Q01151,"The best example of balanced forces is a"
Q01152,"Mountain ranges, plateaus, and plains are features of what large landforms?"
Q01153,"A mineral is scratched in order to rank it on what scale?"
Q01154,"What is produced by leaf cells as a carbohydrate by producers?"
Q01155,"Which action most often causes sinkholes to form on the surface of Earth?"
Q01156,"What kind of bonds, where electrons are transferred rather than shared, are considered the ultimate in polarity?"
Q01157,"What are currents harmful to if they pass through it?"
Q01158,"what is less lightweight than cartilage but stronger?"
Q01159,"The depletion of what results in higher levels of UV radiation reaching Earth?"
Q01160,"All of the following are safe laboratory practices except"
Q01161,"What is the name for a specific amount of solute that can dissolve in a given amount of solvent?"
Q01162,"What during reproduction develop into new haploid individuals without being fertilized"
Q01163,"Seeds that stick in the fur of an animal"
Q01164,"When salinity and pressure increase, or when temperature decreases, what happens to water density?"
Q01165,"Recently, a lot of people, en masse, were told that they should take an opportunity to cast an image of an object through a pinhole onto a screen, in order to best enjoy an activity. This was because"
Q01166,"stratosphere composition causes higher levels of what reaching Earth"
Q01167,"The nephron is the functional unit of what pair of organs?"
Q01168,"Why has the risk of developing skin cancer increased for those living near Antarctica?"
Q01169,"Overuse of soil for farming causes local disruptions of several Earth subsystems. Which of these is a part of the biogeochemical cycle that experiences the most severe local disruption?"
Q01170,"What slows the transfer of electricity?"
Q01171,"Things that are shiny can reflect light, so all of these will aside from"
Q01172,"Plants are complex organisms with tissues organized into what?"
Q01173,"Which of the following devices relies on electromagnetic radiation in the radio wave region of the spectrum for operation?"
Q01174,"How many orders of magnitudes bigger is the electric force?"
Q01175,"A beak is used for catching prey by some birds, like how they are used by"
Q01176,"ntense ultraviolet radiation in the upper stratosphere has created an ozone hole over where?"
Q01177,"in which one of these classes are you most likely to find graphite?"
Q01178,"Where do oceans absorb gases from?"
Q01179,"Which fact about water is an example of a chemical property?"
Q01180,"Trevor turns on a lamp. When the lamp is on, electrical energy changes into which other form of energy?"
Q01181,"A deer inherits some of its features from its parents. Other features come from its environment. Which feature would a deer most likely inherit from its parents?"
Q01182,"What are the two types of semiconductors?"
Q01183,"Light with the shortest wavelength appears as what color?"
Q01184,"Specialization occurs when competing species evolve with conditions where they live"
Q01185,"What describes something that requires activation energy to get started?"
Q01186,"The heart is an example of"
Q01187,"Cytokinins promote cell division and prevent what?"
Q01188,"Between meals, when the level of blood glucose drops below a certain point, a signal is sent to what organ saying “make more glucose'?"
Q01189,"What are all alligators?"
Q01190,"what does being a meteorologist require?"
Q01191,"Which type of graph would best display the changes in temperature over a 24 hour period?"
Q01192,"Which likely would be a reason a deer leaves its habitat?"
Q01193,"What gland helps regulate the metabolic rate in the body?"
Q01194,"what involves the retina?"
Q01195,"Animals may leave an environment to _."
Q01196,"Which type of pressure forces fluid out of the capillary?"
Q01197,"deficiency of a hormone that does what causes diabetes?"
Q01198,"Certain types of electricity production can cause acid rain and contribute to:"
Q01199,"germs that cause people to get sick cannot reproduce by what?"
Q01200,"A cell cycle that is no longer regulated can lead to what?"
Q01201,"Most soft-bodied invertebrates have what?"
Q01202,"If all members of a species cannot produce offspring, that species will be gone for how long?"
Q01203,"dead organisms are the source of what for decomposers?"
Q01204,"Miranda learned how the human body carries out life functions. Which is the most basic level of organization in the human body?"
Q01205,"A person who wants to eat a watermelon may consider spitting out its"
Q01206,"Derek hypothesizes that a potted fern in a closed container will stay healthier than the same type of plant on an open windowsill. At the conclusion of his investigation, Derek finds that his results support his hypothesis. Which best explains why Derek should repeat the investigation?"
Q01207,"What can cells do only a certain number of times?"
Q01208,"What is produced when a base is dissolved in water?"
Q01209,"Although they are as different as deserts and wetlands, all of these ecosystem units have populations of interacting species?"
Q01210,"A person wants to add some dill to their burger for dinner, so they would get it from"
Q01211,"swallowing pills whole is used for curing people when they are what?"
Q01212,"Which statement is an example of how humans have changed the natural environment?"
Q01213,"How could you scientifically determine the quietest place to study in your school?"
Q01214,"People with red hair usually have what type of skin?"
Q01215,"Why do crystals have relatively sharp and well-defined melting points?"
Q01216,"what can be added to a solid to decrease its freezing point?"
Q01217,"what is used to produce electricity by burning in power stations?"
Q01218,"What changes a solid into a liquid using heat energy?"
Q01219,"What is the ideal mechanical advantage in the single fixed pulley?"
Q01220,"Groupings of related organs in the human body are referred to as 'organ' what?"
Q01221,"A pedigree is a chart which shows the inheritance of a trait over several what?"
Q01222,"Water levels may decrease on cloudless days because"
Q01223,"What can be dangerous in a car?"
Q01224,"What has a negative impact on photosynthesis?"
Q01225,"A metal ball has a constant velocity of zero. Which other quantity must also be zero?"
Q01226,"zinc has a positive impact after what"
Q01227,"Intensity is defined to be the power per unit area carried by a what?"
Q01228,"What do halogens require electrons to achieve?"
Q01229,"In the 1600s a scientist named Anton van Leeuwenhoek worked toward improving microscopes and created his own lenses. With his microscopes, Leeuwenhoek discovered bacteria and muscle fibers. Which type of job benefited most from these discoveries?"
Q01230,"Surface mining for coal involves removing all the vegetation and rock above the coal being mined. Which two of Earth's subsystems are most immediately affected by surface mining?"
Q01231,"What lacks walls and membranes?"
Q01232,"Daphnee is going to build a model of the solar system for her science project. She decides that a meter (m) will represent one astronomical unit (AU) in her model. Based on this scale, how far away from the Sun would she need to place Earth?"
Q01233,"Compression, tension and shear refer to what type of force that can cause rock to change?"
Q01234,"What kind of scientist is concerned with facets of geomorphology, topography, vegetation, and climate?"
Q01235,"Exothermic reactions in organisms are called what?"
Q01236,"While hiking last year, Mike saw a large boulder next to a mountain trail. The boulder had no cracks. While hiking on the trail this year, he saw two large cracks in the boulder. Which of the following most likely caused these cracks to form?"
Q01237,"What small biological structures make up all living things, including the human body?"
Q01238,"What is an example of a disease that affects the blood?"
Q01239,"What does a watch measure?"
Q01240,"Scott filled a tray with juice and put it in a freezer. The next day, Scott opened the freezer. How did the juice most likely change?"
Q01241,"What term is used to describe the ability of matter to burn?"
Q01242,"A person owns thousands of acres of land and would like to do something great for the environment, so he"
Q01243,"cytokenisis is the final stage of cell division in what?"
Q01244,"You are likely to find the fewest amount of animals in"
Q01245,"Where is a fire least likely to start?"
Q01246,"A tulip growing in a pot is placed at the center of a table. Which of these nearby objects will the tulip grow toward?"
Q01247,"Why would explorers use a compass when traveling to unknown lands?"
Q01248,"What is emitted by nuclei in alpha, beta, and gamma decay?"
Q01249,"Marshmallows plus ____ technically make a different substance."
Q01250,"Where does photosynthesis occur in plants?"
Q01251,"What two types of hormones regulate mammalian reproduction?"
Q01252,"What increases the size of a population's gene pool?"
Q01253,"Transition metals are superior conductors of heat as well as what else?"
Q01254,"Oil and gas are two sources of energy used in America. Which is the main reason oil and gas may be replaced with other sources of energy in the future?"
Q01255,"Rna is especially important during synthesis of what?"
Q01256,"Eutherian mammals possess a specialized structure called the corpus callosum that links what hemispheres?"
Q01257,"After a storm, a glass vial with markings on it can tell"
Q01258,"what layer can heat and pressure be felt from nerves?"
Q01259,"The alkaline earth metal elements are in the same family in the periodic table because they all have"
Q01260,"what do stems hold in plants?"
Q01261,"What is the stage called for babies that are in the first year of life after birth?"
Q01262,"What happens to the shape of the card when you bend it into three sections?"
Q01263,"What is the term for a watertight seal between two adjacent animal cells?"
Q01264,"what is magnetized by electricity?"
Q01265,"The use of television has improved safety by"
Q01266,"What process provides over 99 percent of the energy for life on earth?"
Q01267,"If the days are more chilled than before, and yet still avoid freezing degrees, a likely assumption is that"
Q01268,"Condensation, melting, deposition, sublimation, vaporization, and freezing are all considered changes in what?"
Q01269,"Some animals get caught easily by other animals because they are slow while the predators are"
Q01270,"hunting means humans stalk and murder animals in"
Q01271,"Creatures that have no internal hard tissues at all are noted for what-ing large amounts of thick,?"
Q01272,"Sucrose does not undergo reactions that are typical of aldehydes and ketones, therefore it is a nonreducing what?"
Q01273,"What do plants do during the day?"
Q01274,"What is cholera?"
Q01275,"What does photosynthesis change light energy into?"
Q01276,"During which activity should a student wear a laboratory apron or coat?"
Q01277,"what do some animals grow thicker fur for staying warm during?"
Q01278,"What are used for seeing by animals by sensing light?"
Q01279,"An animal usually weighs the most if it has eaten"
Q01280,"What is the hardest type of coal?"
Q01281,"Some pine trees are able to live through forest fires because of their thick bark. After a forest fire, new pine trees can grow in the space left by other trees that burned down. How does thick bark help to increase the pine tree population?"
Q01282,"All animals are what?"
Q01283,"Scientists suggest that, due to human activities, earth has lost waterways and about half of its original forest lands, endangering many animals and plants in their natural living spaces. However, human activity seems to benefit some living things, such as"
Q01284,"Crop rotation"
Q01285,"The ostwald process is the commercial method for producing what?"
Q01286,"The light reactions take place in which membranes?"
Q01287,"migration is when what move to different locations in an annual cycle?"
Q01288,"if two objects have the same charge then those two materials will effect each other how?"
Q01289,"How do many plants respond to days getting shorter in autumn?"
Q01290,"Magma can be created when temperature rises, pressure lowers, or what else is added?"
Q01291,"Where do thunderstorms come from?"
Q01292,"What is the process by which organisms change in small ways over time?"
Q01293,"What results in light stimulating the retina?"
Q01294,"A person puts a potato in some embers on the edge of a campfire. The embers are"
Q01295,"Formic acid is found in the secretions of?"
Q01296,"There is most likely going to be fog around:"
Q01297,"What body part would be attached to the external framework?"
Q01298,"Which of these illustrates that sound waves can travel through two different types of media?"
Q01299,"The mass of an object causes force exerted by the object which can be described as"
Q01300,"Some butterflies live an average of two weeks. This period of time is called a life"
Q01301,"Which pair of systems is responsible for the flow of blood in the human body?"
Q01302,"What is beneath the cerebrum and includes the thalamus and hypothalamus?"
Q01303,"What can measure the size of tremors?"
Q01304,"A windmill just uses the air around it, nothing unnatural. Because of this, everything they produce is"
Q01305,"What is the first step in protein synthesis?"
Q01306,"All what reproduce which includes alternation of generations?"
Q01307,"Plastic and other mulches offer a barrier to what?"
Q01308,"What kind of rock is gypsum?"
Q01309,"When is coal burning _ is given off"
Q01310,"Which of the following would cause sunlight to better reach the ground of a forest?"
Q01311,"Which organisms break down either organic or inorganic molecules to supply energy for the cell?"
Q01312,"What are the most diverse and abundant group of organisms on Earth?"
Q01313,"Where is gabbro found?"
Q01314,"A positive impact on the environment can be from:"
Q01315,"Fats are also called triacylglycerols or triglycerides because of their what?"
Q01316,"What can be formed by mechanical weathering?"
Q01317,"Things that are hydrophobic repel or otherwise don't really mix with what?"
Q01318,"Each enhancer is made up of short dna sequences called what?"
Q01319,"What is a collection of lymphatic tissue that combines with epithelial tissue lining the mucosa throughout the body?"
Q01320,"A salamander is"
Q01321,"A solution with a pH of 2 can be increased to a pH above 7 by adding"
Q01322,"What is fluid friction with air called?"
Q01323,"Where is a portable way of creating light most useful?"
Q01324,"Isotopes have different number of these in their nuclei?"
Q01325,"speed is a measure of how fast all these move but"
Q01326,"Which of these conditions most likely results from infection?"
Q01327,"Cutting down what has a negative impact on living communities?"
Q01328,"If I wanted to transfer warmth another being I might"
Q01329,"pushing and pulling an object will increase its what"
Q01330,"What do sudoriferous glands secrete?"
Q01331,"In the human kidney, urea from the blood is filtered through the glomerular membrane into a nephron. The movement of urea across this membrane occurs without an input of energy. Which factor is the most likely reason urea absorption does not require energy?"
Q01332,"If an object is below an objects melting temperature then it is what?"
Q01333,"Physical science can be defined as the study of matter and what?"
Q01334,"Most organisms could not survive without what being present to speed up biochemical reactions?"
Q01335,"What is a random change in an organism's genes?"
Q01336,"What do you call the patterns and groups of stars in the sky that ancient people observed and made stories about?"
Q01337,"Saturated hydrocarbons are given the general name of what?"
Q01338,"The average distance between Earth and the Sun is 149,600,000 kilometers. Which of the following is the correct scientific notation for this distance?"
Q01339,"Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?"
Q01340,"Plants face two types of enemies: herbivores and what else?"
Q01341,"Vertebrates have tissues which are organized into organs which in turn are organized into  what?"
Q01342,"The two adrenal glands are glands located just above the what?"
Q01343,"When a baseball is hit with a bat the ball particles do what?"
Q01344,"What can run through copper, causing it to heat up?"
Q01345,"Which skill is a scientist using when sorting rocks into two groups based on physical appearance?"
Q01346,"Plant-like protists are called what?"
Q01347,"A teacher is performing a demonstration about static electricity for his class by rubbing a balloon against a wool sweater. The balloon sticks to the wool sweater. Which particles are exchanged during the demonstration?"
Q01348,"What element is all life built around?"
Q01349,"What can make lungs more at risk for infection by streptococcus?"
Q01350,"A person who has a job of making discoveries also"
Q01351,"To explore the regions of a super nova you will need"
Q01352,"How many main types of diabetes are there?"
Q01353,"What does an object absorb from the sun?"
Q01354,"In a food chain, living organisms that eat plants and are a food source for other animals are called"
Q01355,"During the rainy season in a city, the amount of sunlight in the city will"
Q01356,"The Davis Mountains in West Texas used to be taller than they are now. Which of the following conditions most likely caused the mountains to become shorter over time?"
Q01357,"Animals communicate through what?"
Q01358,"What does treating water remove before drinking it?"
Q01359,"Chloroplasts in shrubs scrub carbon from the air and return"
Q01360,"Hurricanes that form in the tropics are called what?"
Q01361,"A guy wants to be able to remember the evening. He can be sure that he has a visual and audio backup of the night by"
Q01362,"Some strange life forms have an envelope of what?"
Q01363,"When rain falls on the land, some of it is absorbed by surface sediment. How porous the surface sediments are controls how much water is absorbed. Which of the following will most likely result in an area where surface sediment is NOT porous?"
Q01364,"vein deposits of gold and silver are formed where?"
Q01365,"Which disease does the bacteria salmonella cause in humans?"
Q01366,"The Moon revolves around Earth. This causes"
Q01367,"Where do lancelets live?"
Q01368,"Which two are functions of flowers?"
Q01369,"What kind of fuel use adds the most to global warming?"
Q01370,"What kind of charge does a proton have?"
Q01371,"Which of these elements is not likely to be found in an organic compound?"
Q01372,"What can be heard when it reaches our ears?"
Q01373,"A lion with bones protruding from underneath its fur has been"
Q01374,"Which Earth movement results in day and night?"
